id,features,label
337,"{""user_id"": 1337, ""item_id"": 2337, ""age"": 36, ""income"": 72985, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
338,"{""user_id"": 1338, ""item_id"": 2338, ""age"": 63, ""income"": 78668, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
339,"{""user_id"": 1339, ""item_id"": 2339, ""age"": 27, ""income"": 51651, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
340,"{""user_id"": 1340, ""item_id"": 2340, ""age"": 23, ""income"": 57892, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
341,"{""user_id"": 1341, ""item_id"": 2341, ""age"": 33, ""income"": 57416, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
342,"{""user_id"": 1342, ""item_id"": 2342, ""age"": 29, ""income"": 40391, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
343,"{""user_id"": 1343, ""item_id"": 2343, ""age"": 36, ""income"": 68919, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
344,"{""user_id"": 1344, ""item_id"": 2344, ""age"": 43, ""income"": 66343, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
345,"{""user_id"": 1345, ""item_id"": 2345, ""age"": 40, ""income"": 63802, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
346,"{""user_id"": 1346, ""item_id"": 2346, ""age"": 35, ""income"": 92025, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
347,"{""user_id"": 1347, ""item_id"": 2347, ""age"": 34, ""income"": 75056, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
348,"{""user_id"": 1348, ""item_id"": 2348, ""age"": 32, ""income"": 77798, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
349,"{""user_id"": 1349, ""item_id"": 2349, ""age"": 23, ""income"": 50266, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
350,"{""user_id"": 1350, ""item_id"": 2350, ""age"": 28, ""income"": 81172, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
351,"{""user_id"": 1351, ""item_id"": 2351, ""age"": 37, ""income"": 62713, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
352,"{""user_id"": 1352, ""item_id"": 2352, ""age"": 41, ""income"": 58586, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
353,"{""user_id"": 1353, ""item_id"": 2353, ""age"": 40, ""income"": 66607, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
354,"{""user_id"": 1354, ""item_id"": 2354, ""age"": 25, ""income"": 79236, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
355,"{""user_id"": 1355, ""item_id"": 2355, ""age"": 30, ""income"": 74551, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
356,"{""user_id"": 1356, ""item_id"": 2356, ""age"": 42, ""income"": 64517, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
357,"{""user_id"": 1357, ""item_id"": 2357, ""age"": 27, ""income"": 62664, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
358,"{""user_id"": 1358, ""item_id"": 2358, ""age"": 19, ""income"": 56698, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
359,"{""user_id"": 1359, ""item_id"": 2359, ""age"": 21, ""income"": 79245, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
360,"{""user_id"": 1360, ""item_id"": 2360, ""age"": 33, ""income"": 58190, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
361,"{""user_id"": 1361, ""item_id"": 2361, ""age"": 43, ""income"": 84361, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
362,"{""user_id"": 1362, ""item_id"": 2362, ""age"": 30, ""income"": 53042, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
363,"{""user_id"": 1363, ""item_id"": 2363, ""age"": 33, ""income"": 74439, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
364,"{""user_id"": 1364, ""item_id"": 2364, ""age"": 45, ""income"": 76214, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
365,"{""user_id"": 1365, ""item_id"": 2365, ""age"": 39, ""income"": 61614, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
366,"{""user_id"": 1366, ""item_id"": 2366, ""age"": 34, ""income"": 81030, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
367,"{""user_id"": 1367, ""item_id"": 2367, ""age"": 34, ""income"": 72295, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
368,"{""user_id"": 1368, ""item_id"": 2368, ""age"": 28, ""income"": 57957, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""M""}",0
369,"{""user_id"": 1369, ""item_id"": 2369, ""age"": 28, ""income"": 52465, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
370,"{""user_id"": 1370, ""item_id"": 2370, ""age"": 18, ""income"": 51111, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
371,"{""user_id"": 1371, ""item_id"": 2371, ""age"": 33, ""income"": 94241, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
372,"{""user_id"": 1372, ""item_id"": 2372, ""age"": 33, ""income"": 62842, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
373,"{""user_id"": 1373, ""item_id"": 2373, ""age"": 23, ""income"": 52801, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
374,"{""user_id"": 1374, ""item_id"": 2374, ""age"": 45, ""income"": 30000, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
375,"{""user_id"": 1375, ""item_id"": 2375, ""age"": 41, ""income"": 57121, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
376,"{""user_id"": 1376, ""item_id"": 2376, ""age"": 31, ""income"": 56212, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
377,"{""user_id"": 1377, ""item_id"": 2377, ""age"": 25, ""income"": 37460, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
378,"{""user_id"": 1378, ""item_id"": 2378, ""age"": 38, ""income"": 60754, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
379,"{""user_id"": 1379, ""item_id"": 2379, ""age"": 29, ""income"": 56977, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
380,"{""user_id"": 1380, ""item_id"": 2380, ""age"": 35, ""income"": 48020, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
381,"{""user_id"": 1381, ""item_id"": 2381, ""age"": 44, ""income"": 60007, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
382,"{""user_id"": 1382, ""item_id"": 2382, ""age"": 39, ""income"": 63793, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
383,"{""user_id"": 1383, ""item_id"": 2383, ""age"": 28, ""income"": 46801, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
384,"{""user_id"": 1384, ""item_id"": 2384, ""age"": 34, ""income"": 62390, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
385,"{""user_id"": 1385, ""item_id"": 2385, ""age"": 24, ""income"": 61301, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
386,"{""user_id"": 1386, ""item_id"": 2386, ""age"": 40, ""income"": 49475, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
387,"{""user_id"": 1387, ""item_id"": 2387, ""age"": 46, ""income"": 72482, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
388,"{""user_id"": 1388, ""item_id"": 2388, ""age"": 44, ""income"": 52967, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
389,"{""user_id"": 1389, ""item_id"": 2389, ""age"": 47, ""income"": 61505, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
390,"{""user_id"": 1390, ""item_id"": 2390, ""age"": 25, ""income"": 73507, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
391,"{""user_id"": 1391, ""item_id"": 2391, ""age"": 22, ""income"": 55961, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""M""}",0
392,"{""user_id"": 1392, ""item_id"": 2392, ""age"": 37, ""income"": 33622, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
393,"{""user_id"": 1393, ""item_id"": 2393, ""age"": 26, ""income"": 42369, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
394,"{""user_id"": 1394, ""item_id"": 2394, ""age"": 18, ""income"": 53357, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
395,"{""user_id"": 1395, ""item_id"": 2395, ""age"": 28, ""income"": 56025, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
396,"{""user_id"": 1396, ""item_id"": 2396, ""age"": 25, ""income"": 76307, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
397,"{""user_id"": 1397, ""item_id"": 2397, ""age"": 30, ""income"": 57444, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
398,"{""user_id"": 1398, ""item_id"": 2398, ""age"": 18, ""income"": 53491, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
399,"{""user_id"": 1399, ""item_id"": 2399, ""age"": 21, ""income"": 69335, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
400,"{""user_id"": 1400, ""item_id"": 2400, ""age"": 34, ""income"": 48656, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
401,"{""user_id"": 1401, ""item_id"": 2401, ""age"": 39, ""income"": 56579, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
402,"{""user_id"": 1402, ""item_id"": 2402, ""age"": 33, ""income"": 60030, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
403,"{""user_id"": 1403, ""item_id"": 2403, ""age"": 46, ""income"": 60699, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
404,"{""user_id"": 1404, ""item_id"": 2404, ""age"": 24, ""income"": 49698, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
405,"{""user_id"": 1405, ""item_id"": 2405, ""age"": 18, ""income"": 39398, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
406,"{""user_id"": 1406, ""item_id"": 2406, ""age"": 26, ""income"": 55657, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
407,"{""user_id"": 1407, ""item_id"": 2407, ""age"": 31, ""income"": 40966, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
408,"{""user_id"": 1408, ""item_id"": 2408, ""age"": 32, ""income"": 51422, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
409,"{""user_id"": 1409, ""item_id"": 2409, ""age"": 40, ""income"": 83993, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
410,"{""user_id"": 1410, ""item_id"": 2410, ""age"": 31, ""income"": 34703, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
411,"{""user_id"": 1411, ""item_id"": 2411, ""age"": 38, ""income"": 46318, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
412,"{""user_id"": 1412, ""item_id"": 2412, ""age"": 41, ""income"": 68152, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
413,"{""user_id"": 1413, ""item_id"": 2413, ""age"": 47, ""income"": 54142, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
414,"{""user_id"": 1414, ""item_id"": 2414, ""age"": 25, ""income"": 50499, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
415,"{""user_id"": 1415, ""item_id"": 2415, ""age"": 29, ""income"": 69405, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
416,"{""user_id"": 1416, ""item_id"": 2416, ""age"": 31, ""income"": 45212, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
417,"{""user_id"": 1417, ""item_id"": 2417, ""age"": 28, ""income"": 57459, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
418,"{""user_id"": 1418, ""item_id"": 2418, ""age"": 18, ""income"": 77420, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
419,"{""user_id"": 1419, ""item_id"": 2419, ""age"": 44, ""income"": 52152, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
420,"{""user_id"": 1420, ""item_id"": 2420, ""age"": 28, ""income"": 45583, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
421,"{""user_id"": 1421, ""item_id"": 2421, ""age"": 38, ""income"": 55293, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
422,"{""user_id"": 1422, ""item_id"": 2422, ""age"": 34, ""income"": 55979, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
423,"{""user_id"": 1423, ""item_id"": 2423, ""age"": 39, ""income"": 69841, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
424,"{""user_id"": 1424, ""item_id"": 2424, ""age"": 37, ""income"": 65167, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
425,"{""user_id"": 1425, ""item_id"": 2425, ""age"": 18, ""income"": 72006, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
426,"{""user_id"": 1426, ""item_id"": 2426, ""age"": 32, ""income"": 69398, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
427,"{""user_id"": 1427, ""item_id"": 2427, ""age"": 34, ""income"": 80348, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
428,"{""user_id"": 1428, ""item_id"": 2428, ""age"": 40, ""income"": 52157, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
429,"{""user_id"": 1429, ""item_id"": 2429, ""age"": 30, ""income"": 57633, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
430,"{""user_id"": 1430, ""item_id"": 2430, ""age"": 28, ""income"": 50988, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
431,"{""user_id"": 1431, ""item_id"": 2431, ""age"": 51, ""income"": 57730, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
432,"{""user_id"": 1432, ""item_id"": 2432, ""age"": 20, ""income"": 66068, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
433,"{""user_id"": 1433, ""item_id"": 2433, ""age"": 48, ""income"": 62494, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
434,"{""user_id"": 1434, ""item_id"": 2434, ""age"": 19, ""income"": 56624, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
435,"{""user_id"": 1435, ""item_id"": 2435, ""age"": 24, ""income"": 41211, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
436,"{""user_id"": 1436, ""item_id"": 2436, ""age"": 23, ""income"": 56815, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
437,"{""user_id"": 1437, ""item_id"": 2437, ""age"": 30, ""income"": 41391, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
438,"{""user_id"": 1438, ""item_id"": 2438, ""age"": 52, ""income"": 68630, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
439,"{""user_id"": 1439, ""item_id"": 2439, ""age"": 41, ""income"": 50673, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
440,"{""user_id"": 1440, ""item_id"": 2440, ""age"": 33, ""income"": 30000, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
441,"{""user_id"": 1441, ""item_id"": 2441, ""age"": 39, ""income"": 67481, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
442,"{""user_id"": 1442, ""item_id"": 2442, ""age"": 28, ""income"": 61240, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
443,"{""user_id"": 1443, ""item_id"": 2443, ""age"": 30, ""income"": 43594, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""M""}",0
444,"{""user_id"": 1444, ""item_id"": 2444, ""age"": 23, ""income"": 63661, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
445,"{""user_id"": 1445, ""item_id"": 2445, ""age"": 25, ""income"": 54119, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
446,"{""user_id"": 1446, ""item_id"": 2446, ""age"": 39, ""income"": 30000, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
447,"{""user_id"": 1447, ""item_id"": 2447, ""age"": 34, ""income"": 64510, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
448,"{""user_id"": 1448, ""item_id"": 2448, ""age"": 32, ""income"": 66104, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
449,"{""user_id"": 1449, ""item_id"": 2449, ""age"": 21, ""income"": 51572, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
450,"{""user_id"": 1450, ""item_id"": 2450, ""age"": 29, ""income"": 61631, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
451,"{""user_id"": 1451, ""item_id"": 2451, ""age"": 37, ""income"": 73276, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
452,"{""user_id"": 1452, ""item_id"": 2452, ""age"": 28, ""income"": 82576, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
453,"{""user_id"": 1453, ""item_id"": 2453, ""age"": 39, ""income"": 50780, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
454,"{""user_id"": 1454, ""item_id"": 2454, ""age"": 26, ""income"": 64558, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
455,"{""user_id"": 1455, ""item_id"": 2455, ""age"": 36, ""income"": 79328, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
456,"{""user_id"": 1456, ""item_id"": 2456, ""age"": 28, ""income"": 43845, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
457,"{""user_id"": 1457, ""item_id"": 2457, ""age"": 58, ""income"": 70138, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
458,"{""user_id"": 1458, ""item_id"": 2458, ""age"": 32, ""income"": 44408, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
459,"{""user_id"": 1459, ""item_id"": 2459, ""age"": 39, ""income"": 66100, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
460,"{""user_id"": 1460, ""item_id"": 2460, ""age"": 44, ""income"": 34503, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
461,"{""user_id"": 1461, ""item_id"": 2461, ""age"": 39, ""income"": 91780, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""M""}",0
462,"{""user_id"": 1462, ""item_id"": 2462, ""age"": 47, ""income"": 46923, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
463,"{""user_id"": 1463, ""item_id"": 2463, ""age"": 46, ""income"": 60249, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
464,"{""user_id"": 1464, ""item_id"": 2464, ""age"": 27, ""income"": 63246, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
465,"{""user_id"": 1465, ""item_id"": 2465, ""age"": 33, ""income"": 53603, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
466,"{""user_id"": 1466, ""item_id"": 2466, ""age"": 33, ""income"": 59432, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
467,"{""user_id"": 1467, ""item_id"": 2467, ""age"": 27, ""income"": 68061, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
468,"{""user_id"": 1468, ""item_id"": 2468, ""age"": 20, ""income"": 62603, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
469,"{""user_id"": 1469, ""item_id"": 2469, ""age"": 29, ""income"": 51410, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
470,"{""user_id"": 1470, ""item_id"": 2470, ""age"": 30, ""income"": 65691, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
471,"{""user_id"": 1471, ""item_id"": 2471, ""age"": 42, ""income"": 38914, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
472,"{""user_id"": 1472, ""item_id"": 2472, ""age"": 37, ""income"": 50070, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
473,"{""user_id"": 1473, ""item_id"": 2473, ""age"": 28, ""income"": 54201, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
474,"{""user_id"": 1474, ""item_id"": 2474, ""age"": 58, ""income"": 79711, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
475,"{""user_id"": 1475, ""item_id"": 2475, ""age"": 49, ""income"": 55096, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
476,"{""user_id"": 1476, ""item_id"": 2476, ""age"": 18, ""income"": 53334, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
477,"{""user_id"": 1477, ""item_id"": 2477, ""age"": 23, ""income"": 70930, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
478,"{""user_id"": 1478, ""item_id"": 2478, ""age"": 44, ""income"": 69315, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
479,"{""user_id"": 1479, ""item_id"": 2479, ""age"": 39, ""income"": 38047, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
480,"{""user_id"": 1480, ""item_id"": 2480, ""age"": 24, ""income"": 54833, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
481,"{""user_id"": 1481, ""item_id"": 2481, ""age"": 31, ""income"": 73364, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
482,"{""user_id"": 1482, ""item_id"": 2482, ""age"": 42, ""income"": 50982, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
483,"{""user_id"": 1483, ""item_id"": 2483, ""age"": 44, ""income"": 33934, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
484,"{""user_id"": 1484, ""item_id"": 2484, ""age"": 28, ""income"": 85958, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
485,"{""user_id"": 1485, ""item_id"": 2485, ""age"": 27, ""income"": 54861, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
486,"{""user_id"": 1486, ""item_id"": 2486, ""age"": 45, ""income"": 73400, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
487,"{""user_id"": 1487, ""item_id"": 2487, ""age"": 31, ""income"": 57825, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
488,"{""user_id"": 1488, ""item_id"": 2488, ""age"": 34, ""income"": 53054, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
489,"{""user_id"": 1489, ""item_id"": 2489, ""age"": 35, ""income"": 56252, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
490,"{""user_id"": 1490, ""item_id"": 2490, ""age"": 41, ""income"": 64010, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
491,"{""user_id"": 1491, ""item_id"": 2491, ""age"": 34, ""income"": 44650, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
492,"{""user_id"": 1492, ""item_id"": 2492, ""age"": 23, ""income"": 51745, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
493,"{""user_id"": 1493, ""item_id"": 2493, ""age"": 35, ""income"": 75217, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
494,"{""user_id"": 1494, ""item_id"": 2494, ""age"": 35, ""income"": 74329, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
495,"{""user_id"": 1495, ""item_id"": 2495, ""age"": 43, ""income"": 73471, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
496,"{""user_id"": 1496, ""item_id"": 2496, ""age"": 36, ""income"": 52038, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
497,"{""user_id"": 1497, ""item_id"": 2497, ""age"": 41, ""income"": 58877, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
498,"{""user_id"": 1498, ""item_id"": 2498, ""age"": 39, ""income"": 57907, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
499,"{""user_id"": 1499, ""item_id"": 2499, ""age"": 41, ""income"": 93074, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
500,"{""user_id"": 1500, ""item_id"": 2500, ""age"": 47, ""income"": 48656, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
501,"{""user_id"": 1501, ""item_id"": 2501, ""age"": 57, ""income"": 44352, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
502,"{""user_id"": 1502, ""item_id"": 2502, ""age"": 34, ""income"": 58339, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
503,"{""user_id"": 1503, ""item_id"": 2503, ""age"": 55, ""income"": 88279, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
504,"{""user_id"": 1504, ""item_id"": 2504, ""age"": 29, ""income"": 47255, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
